24;5;120
w;1;366
d;1;124
d;2;67
d;3;65
d;4;69
d;5;41
w;2;375
d;6;118
d;7;83
d;8;72
d;9;65
d;10;37
w;3;393
d;11;131
d;12;84
d;13;71
d;14;66
d;15;41
w;4;381
d;16;126
d;17;78
d;18;70
d;19;66
d;20;41
w;5;411
d;21;144
d;22;86
d;23;70
d;24;66
d;25;45
w;6;141
d;26;35
d;27;24
d;28;21
d;29;25
d;30;36
w;7;53
d;31;11
d;32;11
d;33;12
d;34;9
d;35;10
w;8;48
d;36;9
d;37;11
d;38;10
d;39;8
d;40;10
w;9;55
d;41;13
d;42;11
d;43;11
d;44;10
d;45;10
w;10;55
d;46;13
d;47;9
d;48;13
d;49;10
d;50;10
w;11;49
d;51;11
d;52;9
d;53;12
d;54;9
d;55;8
w;12;43
d;56;11
d;57;8
d;58;9
d;59;8
d;60;7
w;13;16
d;61;5
d;62;2
d;63;3
d;64;3
d;65;3
w;14;12
d;66;5
d;67;2
d;68;1
d;69;2
d;70;2
w;15;1
d;71;0
d;72;0
d;73;0
d;74;0
d;75;1
w;16;1
d;76;0
d;77;0
d;78;0
d;79;0
d;80;1
w;17;1
d;81;0
d;82;0
d;83;0
d;84;0
d;85;1
w;18;12
d;86;4
d;87;2
d;88;3
d;89;2
d;90;1
w;19;20
d;91;6
d;92;3
d;93;4
d;94;4
d;95;3
w;20;13
d;96;6
d;97;3
d;98;3
d;99;0
d;100;1
w;21;11
d;101;4
d;102;3
d;103;3
d;104;0
d;105;1
w;22;7
d;106;4
d;107;2
d;108;1
d;109;0
d;110;0
w;23;6
d;111;3
d;112;2
d;113;1
d;114;0
d;115;0
w;24;3
d;116;2
d;117;0
d;118;0
d;119;0
d;120;1
