24;5;120
w;1;414
d;1;120
d;2;111
d;3;111
d;4;45
d;5;27
w;2;369
d;6;113
d;7;128
d;8;90
d;9;26
d;10;12
w;3;383
d;11;124
d;12;128
d;13;89
d;14;28
d;15;14
w;4;367
d;16;114
d;17;123
d;18;88
d;19;28
d;20;14
w;5;401
d;21;135
d;22;130
d;23;89
d;24;26
d;25;21
w;6;136
d;26;32
d;27;18
d;28;28
d;29;21
d;30;37
w;7;53
d;31;11
d;32;10
d;33;13
d;34;11
d;35;8
w;8;49
d;36;10
d;37;9
d;38;12
d;39;10
d;40;8
w;9;57
d;41;13
d;42;9
d;43;14
d;44;10
d;45;11
w;10;51
d;46;12
d;47;10
d;48;13
d;49;7
d;50;9
w;11;47
d;51;6
d;52;11
d;53;12
d;54;8
d;55;10
w;12;42
d;56;6
d;57;10
d;58;8
d;59;8
d;60;10
w;13;13
d;61;2
d;62;2
d;63;3
d;64;3
d;65;3
w;14;12
d;66;3
d;67;2
d;68;3
d;69;1
d;70;3
w;15;1
d;71;0
d;72;0
d;73;0
d;74;0
d;75;1
w;16;1
d;76;0
d;77;0
d;78;0
d;79;0
d;80;1
w;17;1
d;81;0
d;82;0
d;83;0
d;84;0
d;85;1
w;18;12
d;86;3
d;87;2
d;88;4
d;89;1
d;90;2
w;19;21
d;91;5
d;92;3
d;93;5
d;94;4
d;95;4
w;20;15
d;96;5
d;97;3
d;98;4
d;99;1
d;100;2
w;21;12
d;101;4
d;102;3
d;103;3
d;104;1
d;105;1
w;22;7
d;106;4
d;107;2
d;108;1
d;109;0
d;110;0
w;23;6
d;111;3
d;112;2
d;113;1
d;114;0
d;115;0
w;24;3
d;116;2
d;117;0
d;118;0
d;119;0
d;120;1
