24;5;120
w;1;374
d;1;123
d;2;67
d;3;70
d;4;77
d;5;37
w;2;372
d;6;117
d;7;87
d;8;73
d;9;59
d;10;36
w;3;397
d;11;132
d;12;88
d;13;72
d;14;67
d;15;38
w;4;384
d;16;124
d;17;83
d;18;73
d;19;66
d;20;38
w;5;420
d;21;147
d;22;85
d;23;73
d;24;74
d;25;41
w;6;138
d;26;31
d;27;20
d;28;31
d;29;23
d;30;33
w;7;51
d;31;11
d;32;12
d;33;10
d;34;6
d;35;12
w;8;50
d;36;11
d;37;12
d;38;10
d;39;5
d;40;12
w;9;52
d;41;14
d;42;11
d;43;9
d;44;8
d;45;10
w;10;47
d;46;15
d;47;11
d;48;7
d;49;7
d;50;7
w;11;44
d;51;12
d;52;10
d;53;8
d;54;8
d;55;6
w;12;37
d;56;8
d;57;7
d;58;8
d;59;8
d;60;6
w;13;17
d;61;5
d;62;2
d;63;4
d;64;3
d;65;3
w;14;14
d;66;4
d;67;2
d;68;3
d;69;4
d;70;1
w;15;2
d;71;0
d;72;0
d;73;1
d;74;1
d;75;0
w;16;2
d;76;0
d;77;0
d;78;1
d;79;1
d;80;0
w;17;1
d;81;0
d;82;0
d;83;1
d;84;0
d;85;0
w;18;11
d;86;4
d;87;2
d;88;4
d;89;1
d;90;0
w;19;19
d;91;6
d;92;3
d;93;4
d;94;3
d;95;3
w;20;13
d;96;6
d;97;3
d;98;4
d;99;0
d;100;0
w;21;11
d;101;4
d;102;3
d;103;4
d;104;0
d;105;0
w;22;8
d;106;4
d;107;2
d;108;2
d;109;0
d;110;0
w;23;6
d;111;3
d;112;2
d;113;1
d;114;0
d;115;0
w;24;3
d;116;2
d;117;0
d;118;0
d;119;0
d;120;1
