vide;595h10;35710
Amphi-A;4h0;240
Amphi-B;0h0;0
Amphi-D;0h0;0
Amphi-E;0h0;0
Amphi-L001;0h0;0
Amphi-L002;0h0;0
Amphi-L003;0h0;0
Amphi-L004;0h0;0
Amphi-L005;0h0;0
Amphi-L006;0h0;0
A018;0h0;0
A020;0h0;0
A115;0h0;0
A116;204h0;12240
A117;60h0;3600
A118;62h40;3760
A119;62h40;3760
A120;34h40;2080
B002;0h0;0
B003;0h0;0
B005;0h0;0
B006;0h0;0
B'107;0h0;0
B'108;0h0;0
C002;0h0;0
C004;106h40;6400
D003;0h0;0
D005;0h0;0
Da001;0h0;0
Da003;0h0;0
Da004;0h0;0
Da005;0h0;0
Da101;0h0;0
Da102;0h0;0
Da107;0h0;0
Da106;0h0;0
Da201;0h0;0
Da207;0h0;0
E001;0h0;0
E002;0h0;0
F001;0h0;0
F002;0h0;0
F003;0h0;0
F004;0h0;0
F101;0h0;0
F102;0h0;0
G001;0h0;0
G002;0h0;0
G003;0h0;0
G101;67h0;4020
G102;67h0;4020
G103;59h0;3540
G104;59h0;3540
G105;53h30;3210
G204;0h0;0
G205;0h0;0
H001;118h40;7120
H002;117h40;7060
H003;106h50;6410
H004;0h0;0
H005;159h0;9540
H006;341h30;20490
H007-H008;339h20;20360
H113;60h0;3600
H217;52h0;3120
I001;80h0;4800
I002;80h0;4800
I003;80h0;4800
I004;80h0;4800
I005;80h0;4800
I006;80h0;4800
I008;80h0;4800
I109;0h0;0
J004;0h0;0
J005;0h0;0
J104;0h0;0
J105;21h20;1280
LS01;24h45;1485
L101;49h20;2960
L102;65h20;3920
L103;65h20;3920
L104;52h0;3120
L105;52h0;3120
L106;45h20;2720
L107;45h20;2720
L108;0h0;0
L201;40h0;2400
L202;37h20;2240
L203;52h0;3120
L204;52h0;3120
L205;34h40;2080
L206;37h20;2240
L207;25h20;1520
L208;29h20;1760
L209;25h20;1520
L210;25h20;1520
L211;0h0;0
L212;0h0;0
L218;0h0;0
L219;0h0;0
L220;0h0;0
L221;0h0;0
L222;0h0;0
L229;41h20;2480
L230;41h20;2480
L231;41h20;2480
L232;41h20;2480
AMPHI-A;36h40;2200
AMPHI-B;34h40;2080
Amphi-A-EVAL;4h30;270
Amphi-B-EVAL;6h0;360
Amphi-D-EVAL;0h0;0
Amphi-E-EVAL;0h0;0
Amphi-L001-EVAL;0h0;0
Amphi-L002-EVAL;0h0;0
Amphi-L003-EVAL;1h30;90
Amphi-L004-EVAL;0h0;0
Amphi-L005-EVAL;0h0;0
Amphi-L006-EVAL;0h0;0
Virtual-Anglais1-1;0h0;0
Virtual-Anglais1-2;0h0;0
Virtual-Anglais1-3;0h0;0
Virtual-Anglais1-4;0h0;0
Virtual-Anglais1-5;0h0;0
Virtual-Anglais1-6;0h0;0
Virtual-Anglais1-7;0h0;0
Virtual-Anglais1-8;0h0;0
Virtual-Anglais1-9;0h0;0
Virtual-Anglais1-10;0h0;0
Virtual-Anglais2-1;0h0;0
Virtual-Anglais2-2;0h0;0
Virtual-Anglais2-3;0h0;0
Virtual-Anglais2-4;0h0;0
Virtual-Anglais2-5;0h0;0
Virtual-Anglais2-6;0h0;0
Virtual-Anglais2-7;0h0;0
Virtual-Anglais2-8;0h0;0
Virtual-Anglais2-9;0h0;0
Virtual-Anglais2-10;0h0;0
