vide;595h10;35710
Amphi-A;4h0;240
Amphi-B;0h0;0
Amphi-D;0h0;0
Amphi-E;0h0;0
Amphi-L001;0h0;0
Amphi-L002;0h0;0
Amphi-L003;0h0;0
Amphi-L004;0h0;0
Amphi-L005;0h0;0
Amphi-L006;0h0;0
A018;0h0;0
A020;0h0;0
A115;0h0;0
A116;98h40;5920
A117;98h40;5920
A118;77h20;4640
A119;34h40;2080
A120;72h0;4320
B002;0h0;0
B003;0h0;0
B005;0h0;0
B006;0h0;0
B'107;0h0;0
B'108;0h0;0
C002;0h0;0
C004;106h40;6400
D003;0h0;0
D005;0h0;0
Da001;0h0;0
Da003;0h0;0
Da004;0h0;0
Da005;0h0;0
Da101;0h0;0
Da102;0h0;0
Da107;0h0;0
Da106;0h0;0
Da201;0h0;0
Da207;0h0;0
E001;0h0;0
E002;0h0;0
F001;0h0;0
F002;0h0;0
F003;0h0;0
F004;0h0;0
F101;0h0;0
F102;0h0;0
G001;0h0;0
G002;0h0;0
G003;0h0;0
G101;59h0;3540
G102;67h0;4020
G103;47h0;2820
G104;55h0;3300
G105;69h30;4170
G204;0h0;0
G205;0h0;0
H001;113h20;6800
H002;113h40;6820
H003;116h10;6970
H004;0h0;0
H005;159h0;9540
H006;341h30;20490
H007-H008;359h20;21560
H113;56h0;3360
H217;44h0;2640
I001;80h0;4800
I002;80h0;4800
I003;80h0;4800
I004;60h0;3600
I005;60h0;3600
I006;60h0;3600
I008;60h0;3600
I109;0h0;0
J004;0h0;0
J005;0h0;0
J104;0h0;0
J105;21h20;1280
LS01;24h45;1485
L101;80h0;4800
L102;84h0;5040
L103;60h0;3600
L104;69h20;4160
L105;33h20;2000
L106;38h40;2320
L107;54h40;3280
L108;0h0;0
L201;52h0;3120
L202;70h40;4240
L203;29h20;1760
L204;46h40;2800
L205;25h20;1520
L206;17h20;1040
L207;62h40;3760
L208;56h0;3360
L209;38h40;2320
L210;26h40;1600
L211;0h0;0
L212;0h0;0
L218;0h0;0
L219;0h0;0
L220;0h0;0
L221;0h0;0
L222;0h0;0
L229;52h0;3120
L230;36h0;2160
L231;16h0;960
L232;72h0;4320
AMPHI-A;35h20;2120
AMPHI-B;36h0;2160
Amphi-A-EVAL;4h30;270
Amphi-B-EVAL;6h0;360
Amphi-D-EVAL;1h30;90
Amphi-E-EVAL;0h0;0
Amphi-L001-EVAL;0h0;0
Amphi-L002-EVAL;0h0;0
Amphi-L003-EVAL;0h0;0
Amphi-L004-EVAL;0h0;0
Amphi-L005-EVAL;0h0;0
Amphi-L006-EVAL;0h0;0
Virtual-Anglais1-1;0h0;0
Virtual-Anglais1-2;0h0;0
Virtual-Anglais1-3;0h0;0
Virtual-Anglais1-4;0h0;0
Virtual-Anglais1-5;0h0;0
Virtual-Anglais1-6;0h0;0
Virtual-Anglais1-7;0h0;0
Virtual-Anglais1-8;0h0;0
Virtual-Anglais1-9;0h0;0
Virtual-Anglais1-10;0h0;0
Virtual-Anglais2-1;0h0;0
Virtual-Anglais2-2;0h0;0
Virtual-Anglais2-3;0h0;0
Virtual-Anglais2-4;0h0;0
Virtual-Anglais2-5;0h0;0
Virtual-Anglais2-6;0h0;0
Virtual-Anglais2-7;0h0;0
Virtual-Anglais2-8;0h0;0
Virtual-Anglais2-9;0h0;0
Virtual-Anglais2-10;0h0;0
