24;5;120
w;1;366
d;1;118
d;2;73
d;3;65
d;4;67
d;5;43
w;2;373
d;6;112
d;7;89
d;8;71
d;9;65
d;10;36
w;3;394
d;11;126
d;12;90
d;13;71
d;14;66
d;15;41
w;4;380
d;16;119
d;17;84
d;18;70
d;19;66
d;20;41
w;5;411
d;21;135
d;22;93
d;23;72
d;24;65
d;25;46
w;6;141
d;26;35
d;27;23
d;28;22
d;29;24
d;30;37
w;7;49
d;31;10
d;32;9
d;33;13
d;34;7
d;35;10
w;8;50
d;36;11
d;37;11
d;38;12
d;39;7
d;40;9
w;9;57
d;41;13
d;42;12
d;43;12
d;44;10
d;45;10
w;10;56
d;46;13
d;47;13
d;48;12
d;49;9
d;50;9
w;11;50
d;51;9
d;52;14
d;53;11
d;54;9
d;55;7
w;12;46
d;56;9
d;57;10
d;58;9
d;59;9
d;60;9
w;13;12
d;61;2
d;62;3
d;63;3
d;64;2
d;65;2
w;14;10
d;66;3
d;67;3
d;68;2
d;69;0
d;70;2
w;15;1
d;71;0
d;72;0
d;73;0
d;74;0
d;75;1
w;16;1
d;76;0
d;77;0
d;78;0
d;79;0
d;80;1
w;17;1
d;81;0
d;82;0
d;83;0
d;84;0
d;85;1
w;18;11
d;86;3
d;87;3
d;88;3
d;89;0
d;90;2
w;19;20
d;91;5
d;92;4
d;93;4
d;94;3
d;95;4
w;20;14
d;96;5
d;97;4
d;98;3
d;99;0
d;100;2
w;21;12
d;101;4
d;102;3
d;103;3
d;104;0
d;105;2
w;22;8
d;106;4
d;107;2
d;108;2
d;109;0
d;110;0
w;23;7
d;111;3
d;112;2
d;113;2
d;114;0
d;115;0
w;24;3
d;116;2
d;117;0
d;118;0
d;119;0
d;120;1
