24;5;120
w;1;368
d;1;96
d;2;82
d;3;78
d;4;66
d;5;46
w;2;376
d;6;91
d;7;98
d;8;82
d;9;67
d;10;38
w;3;396
d;11;106
d;12;100
d;13;81
d;14;68
d;15;41
w;4;383
d;16;100
d;17;94
d;18;80
d;19;67
d;20;42
w;5;411
d;21;114
d;22;105
d;23;81
d;24;66
d;25;45
w;6;142
d;26;31
d;27;28
d;28;25
d;29;23
d;30;35
w;7;49
d;31;8
d;32;10
d;33;13
d;34;8
d;35;10
w;8;47
d;36;10
d;37;10
d;38;11
d;39;8
d;40;8
w;9;55
d;41;12
d;42;12
d;43;12
d;44;10
d;45;9
w;10;54
d;46;12
d;47;12
d;48;12
d;49;9
d;50;9
w;11;49
d;51;10
d;52;11
d;53;11
d;54;9
d;55;8
w;12;42
d;56;7
d;57;10
d;58;8
d;59;9
d;60;8
w;13;15
d;61;3
d;62;3
d;63;3
d;64;3
d;65;3
w;14;13
d;66;3
d;67;3
d;68;2
d;69;3
d;70;2
w;15;1
d;71;0
d;72;0
d;73;0
d;74;0
d;75;1
w;16;1
d;76;0
d;77;0
d;78;0
d;79;0
d;80;1
w;17;1
d;81;0
d;82;0
d;83;0
d;84;0
d;85;1
w;18;11
d;86;3
d;87;3
d;88;3
d;89;1
d;90;1
w;19;19
d;91;5
d;92;4
d;93;4
d;94;3
d;95;3
w;20;13
d;96;5
d;97;4
d;98;3
d;99;0
d;100;1
w;21;11
d;101;4
d;102;3
d;103;3
d;104;0
d;105;1
w;22;7
d;106;4
d;107;2
d;108;1
d;109;0
d;110;0
w;23;6
d;111;3
d;112;2
d;113;1
d;114;0
d;115;0
w;24;3
d;116;2
d;117;0
d;118;0
d;119;0
d;120;1
