24;5;120
w;1;394
d;1;78
d;2;86
d;3;81
d;4;91
d;5;58
w;2;385
d;6;81
d;7;102
d;8;82
d;9;79
d;10;41
w;3;384
d;11;85
d;12;101
d;13;78
d;14;79
d;15;41
w;4;375
d;16;83
d;17;95
d;18;77
d;19;79
d;20;41
w;5;402
d;21;94
d;22;108
d;23;77
d;24;79
d;25;44
w;6;131
d;26;26
d;27;23
d;28;20
d;29;27
d;30;35
w;7;52
d;31;9
d;32;9
d;33;12
d;34;13
d;35;9
w;8;48
d;36;9
d;37;10
d;38;10
d;39;10
d;40;9
w;9;55
d;41;13
d;42;10
d;43;12
d;44;11
d;45;9
w;10;54
d;46;14
d;47;11
d;48;12
d;49;9
d;50;8
w;11;52
d;51;11
d;52;12
d;53;10
d;54;10
d;55;9
w;12;44
d;56;11
d;57;9
d;58;7
d;59;9
d;60;8
w;13;18
d;61;5
d;62;2
d;63;3
d;64;4
d;65;4
w;14;12
d;66;4
d;67;2
d;68;1
d;69;2
d;70;3
w;15;1
d;71;0
d;72;0
d;73;0
d;74;0
d;75;1
w;16;0
d;76;0
d;77;0
d;78;0
d;79;0
d;80;0
w;17;0
d;81;0
d;82;0
d;83;0
d;84;0
d;85;0
w;18;10
d;86;4
d;87;2
d;88;3
d;89;1
d;90;0
w;19;18
d;91;6
d;92;3
d;93;3
d;94;3
d;95;3
w;20;12
d;96;6
d;97;3
d;98;3
d;99;0
d;100;0
w;21;10
d;101;4
d;102;3
d;103;3
d;104;0
d;105;0
w;22;7
d;106;4
d;107;2
d;108;1
d;109;0
d;110;0
w;23;6
d;111;3
d;112;2
d;113;1
d;114;0
d;115;0
w;24;3
d;116;2
d;117;0
d;118;0
d;119;0
d;120;1
