24;5;120
w;1;367
d;1;125
d;2;71
d;3;64
d;4;63
d;5;44
w;2;378
d;6;120
d;7;87
d;8;72
d;9;61
d;10;38
w;3;396
d;11;134
d;12;87
d;13;72
d;14;61
d;15;42
w;4;380
d;16;125
d;17;81
d;18;70
d;19;62
d;20;42
w;5;412
d;21;145
d;22;89
d;23;70
d;24;62
d;25;46
w;6;143
d;26;56
d;27;24
d;28;28
d;29;24
d;30;11
w;7;52
d;31;10
d;32;8
d;33;14
d;34;11
d;35;9
w;8;47
d;36;9
d;37;8
d;38;13
d;39;9
d;40;8
w;9;56
d;41;12
d;42;9
d;43;12
d;44;12
d;45;11
w;10;50
d;46;11
d;47;8
d;48;11
d;49;10
d;50;10
w;11;51
d;51;10
d;52;10
d;53;11
d;54;10
d;55;10
w;12;37
d;56;7
d;57;6
d;58;7
d;59;9
d;60;8
w;13;17
d;61;3
d;62;3
d;63;3
d;64;4
d;65;4
w;14;16
d;66;4
d;67;3
d;68;2
d;69;4
d;70;3
w;15;5
d;71;1
d;72;0
d;73;0
d;74;1
d;75;3
w;16;2
d;76;1
d;77;0
d;78;0
d;79;0
d;80;1
w;17;3
d;81;1
d;82;0
d;83;0
d;84;0
d;85;2
w;18;11
d;86;3
d;87;3
d;88;3
d;89;2
d;90;0
w;19;13
d;91;5
d;92;4
d;93;3
d;94;1
d;95;0
w;20;12
d;96;5
d;97;4
d;98;3
d;99;0
d;100;0
w;21;10
d;101;4
d;102;3
d;103;3
d;104;0
d;105;0
w;22;7
d;106;4
d;107;2
d;108;1
d;109;0
d;110;0
w;23;6
d;111;3
d;112;2
d;113;1
d;114;0
d;115;0
w;24;2
d;116;2
d;117;0
d;118;0
d;119;0
d;120;0
