24;5;120
w;1;365
d;1;126
d;2;68
d;3;66
d;4;65
d;5;40
w;2;374
d;6;121
d;7;87
d;8;69
d;9;61
d;10;36
w;3;394
d;11;135
d;12;88
d;13;69
d;14;62
d;15;40
w;4;382
d;16;126
d;17;83
d;18;69
d;19;65
d;20;39
w;5;412
d;21;149
d;22;87
d;23;68
d;24;65
d;25;43
w;6;142
d;26;54
d;27;26
d;28;28
d;29;25
d;30;9
w;7;48
d;31;8
d;32;9
d;33;11
d;34;11
d;35;9
w;8;47
d;36;11
d;37;9
d;38;9
d;39;10
d;40;8
w;9;54
d;41;12
d;42;9
d;43;12
d;44;13
d;45;8
w;10;53
d;46;11
d;47;10
d;48;13
d;49;11
d;50;8
w;11;54
d;51;11
d;52;10
d;53;13
d;54;11
d;55;9
w;12;50
d;56;10
d;57;9
d;58;9
d;59;12
d;60;10
w;13;15
d;61;3
d;62;3
d;63;4
d;64;3
d;65;2
w;14;13
d;66;3
d;67;3
d;68;3
d;69;3
d;70;1
w;15;3
d;71;1
d;72;1
d;73;0
d;74;1
d;75;0
w;16;3
d;76;1
d;77;1
d;78;0
d;79;1
d;80;0
w;17;3
d;81;1
d;82;1
d;83;0
d;84;1
d;85;0
w;18;11
d;86;2
d;87;3
d;88;4
d;89;2
d;90;0
w;19;13
d;91;4
d;92;5
d;93;4
d;94;0
d;95;0
w;20;12
d;96;4
d;97;4
d;98;4
d;99;0
d;100;0
w;21;10
d;101;4
d;102;3
d;103;3
d;104;0
d;105;0
w;22;7
d;106;4
d;107;2
d;108;1
d;109;0
d;110;0
w;23;6
d;111;3
d;112;2
d;113;1
d;114;0
d;115;0
w;24;2
d;116;2
d;117;0
d;118;0
d;119;0
d;120;0
