24;5;120
w;1;366
d;1;120
d;2;67
d;3;74
d;4;62
d;5;43
w;2;376
d;6;115
d;7;84
d;8;77
d;9;63
d;10;37
w;3;398
d;11;129
d;12;86
d;13;77
d;14;64
d;15;42
w;4;382
d;16;119
d;17;83
d;18;75
d;19;63
d;20;42
w;5;413
d;21;141
d;22;89
d;23;74
d;24;62
d;25;47
w;6;143
d;26;31
d;27;20
d;28;31
d;29;28
d;30;33
w;7;51
d;31;8
d;32;11
d;33;12
d;34;9
d;35;11
w;8;51
d;36;12
d;37;10
d;38;11
d;39;9
d;40;9
w;9;54
d;41;12
d;42;10
d;43;11
d;44;11
d;45;10
w;10;49
d;46;11
d;47;10
d;48;11
d;49;9
d;50;8
w;11;48
d;51;10
d;52;10
d;53;10
d;54;10
d;55;8
w;12;38
d;56;6
d;57;8
d;58;7
d;59;9
d;60;8
w;13;13
d;61;2
d;62;2
d;63;2
d;64;4
d;65;3
w;14;12
d;66;3
d;67;2
d;68;2
d;69;2
d;70;3
w;15;1
d;71;0
d;72;0
d;73;0
d;74;0
d;75;1
w;16;1
d;76;0
d;77;0
d;78;0
d;79;0
d;80;1
w;17;1
d;81;0
d;82;0
d;83;0
d;84;0
d;85;1
w;18;12
d;86;3
d;87;2
d;88;3
d;89;2
d;90;2
w;19;21
d;91;5
d;92;3
d;93;4
d;94;5
d;95;4
w;20;15
d;96;5
d;97;3
d;98;3
d;99;2
d;100;2
w;21;12
d;101;4
d;102;3
d;103;3
d;104;1
d;105;1
w;22;7
d;106;4
d;107;2
d;108;1
d;109;0
d;110;0
w;23;6
d;111;3
d;112;2
d;113;1
d;114;0
d;115;0
w;24;3
d;116;2
d;117;0
d;118;0
d;119;0
d;120;1
